age,gender,income,credit_score,loan_amount,loan_approval
26-35,Male,110343.76371629926,770.8229321018516,10301.214961258791,1
18-25,Male,25994.573113852202,630.296788591296,34757.41890663381,0
18-25,Male,105499.6794653502,614.9272889570634,5144.497856157184,0
26-35,Female,167746.86216300545,645.8013854151429,43544.11482281328,1
26-35,Male,67914.29900837586,700.8988662744259,5687.729484049313,1
18-25,Female,80784.63719024819,677.7890722812899,26357.424049681227,1
36-45,Male,,850.0,9913.306175629927,1
26-35,Male,52169.78852380622,686.3148710723019,5345.836934464486,1
26-35,Male,65587.48057127798,612.7803656664735,8977.536234858273,1
46-60,Male,31035.911087406403,605.0914609980842,20659.76463992584,1
26-35,Male,,618.5792838066552,13286.673296451007,0
60+,Male,76807.37919760993,529.853046029613,32688.39919147309,1
26-35,Female,77503.74303982567,653.1891365993268,42133.231232640224,0
46-60,Female,101998.39550492272,712.6774484967134,5185.261056192301,0
36-45,Male,40643.69144519197,600.9309119501411,4890.181430203379,1
46-60,Male,45875.96505070575,585.4095954972711,4703.983496161907,1
60+,Male,154469.7669493375,771.2756117035387,6507.060669381404,1
26-35,Male,55538.72549699701,535.8813474703068,32317.741040898076,0
60+,Male,66172.27805064702,484.5745298818159,20916.4155051808,0
26-35,Female,57901.29208628467,557.7678445082094,8638.445629859993,0
26-35,Male,39702.10892684938,526.7653826300563,13241.590193149725,1
26-35,Male,134829.27203022692,,41086.891340868664,1
36-45,Male,45988.621861577485,621.1436399640342,61476.402488137974,1
26-35,Male,34076.2942469785,632.4250363980929,16440.572091442333,0
36-45,Female,47792.78001447072,742.2347341579818,1591.727292041505,0
36-45,Male,22007.685211545646,594.6932111069779,16946.72155993555,1
36-45,Male,43232.86580506007,712.0071529396513,28220.34649367258,1
46-60,Female,36898.85135944661,770.9058239362562,15989.792880582616,1
26-35,Male,81529.02048870477,613.5470001589072,23889.921035748353,1
26-35,Female,42757.1999565484,708.961828444505,17776.84949425533,1
26-35,Female,93330.47497901016,630.6545669976816,4975.512533097736,1
26-35,Male,120480.35583831866,723.9278503072632,6574.864531826548,1
18-25,Female,88484.94186878206,524.2808649938981,10332.796587406538,0
26-35,Male,53761.12254056825,518.3590203899723,31330.01374273344,0
26-35,Female,64251.300792667615,618.6985828073967,7239.39374752164,1
60+,Male,27931.420862855783,578.8860152752184,19239.526361559398,1
36-45,Male,56000.187265550376,608.6632712456092,17033.78621503321,1
26-35,Female,38940.135785589664,632.4378734042289,47522.46435733027,1
36-45,Female,84724.76227040497,707.6010825469001,12921.607350040811,1
26-35,Female,,617.3871537147252,3281.950749787968,0
26-35,Female,76873.06376438704,584.091095150153,22415.240185361323,1
36-45,Male,22124.257843627263,621.8789298592881,73898.23103038284,0
26-35,Male,49980.33482483194,588.4683776154706,23621.36022383424,1
26-35,Male,63655.78341909456,575.2795598349828,7114.361215713965,1
60+,Male,62547.32271307769,520.9586549138425,5622.003065060988,1
46-60,Male,41547.53353690393,655.5582492976863,6233.074150610166,1
36-45,Female,67686.76001553598,604.5035434722357,66346.71340398173,1
36-45,Male,32168.711981039207,727.3022991387737,10281.876359358208,1
36-45,Male,37329.741182631304,534.2083126352848,7862.699583673927,0
26-35,Male,82693.71005984912,606.6333155961697,11769.311292054857,1
26-35,Female,36032.204412303836,795.0325776527,10367.947564215032,1
18-25,Female,78362.89394212171,574.831238632172,46822.55395013264,0
26-35,Female,30190.063096293037,631.07733983231,5933.787604200187,0
36-45,Male,144699.28073806726,552.7324813739706,34355.40325665629,0
26-35,Female,40654.50930345489,542.1257989775215,14730.47383790385,0
60+,Male,53539.05754495645,773.7848786470142,35088.23649688118,1
46-60,Female,70636.8068098606,663.6831594109718,47386.622162401,0
36-45,Female,45131.016832254005,660.6943070590098,14297.473282872967,0
36-45,Male,64324.95776329953,514.2947011907022,10383.24898750407,0
46-60,Male,79831.89276142031,678.6993110486642,14086.090012457824,0
26-35,Female,96790.74084400736,742.5937556795061,12384.28318279583,1
36-45,Male,88942.79755580092,741.9581648662823,3549.020168181491,1
26-35,Female,54945.373859010026,703.4666583684929,46257.750118317876,1
36-45,Male,55641.47264007527,559.6411537923677,16262.677117221163,1
26-35,Male,193794.63192553236,675.0498733754393,5268.6036899451265,1
46-60,Male,96273.1299187967,703.4067968381286,2555.444202884124,1
46-60,Male,37763.117276344296,506.4445131928879,2075.4237188123557,1
26-35,Male,62943.58209690983,560.2976326814572,24745.139115890648,0
26-35,Male,50636.524888112945,721.0525857394754,8142.218340520735,1
60+,Female,55956.66791954175,720.0836621337543,9284.294290024809,1
26-35,Male,32378.581590013746,526.1133573102886,19742.3906319726,0
46-60,Female,48729.427278187984,713.6017167415338,8841.054847194753,0
36-45,Female,148119.97801446225,657.6242719322894,20686.1470967051,1
26-35,Female,79980.50131916576,712.4807163685721,14417.690687286195,1
26-35,Male,17230.206182345173,599.2382941252847,12490.159003220808,1
26-35,Male,110013.87203681006,701.6146797184722,3796.36639134267,1
36-45,Male,103240.32083139686,717.5063019588499,6934.158017980241,1
26-35,Female,50028.96155630528,621.893205163543,21634.148459058866,0
36-45,Female,85702.02831210385,651.4202036938628,7741.746197950987,0
26-35,Male,38960.37545289787,598.1182696396277,35041.75553316271,0
36-45,Male,47328.69934055755,782.1311158948704,87301.33721638263,1
46-60,Female,126661.46549818027,640.3782448539387,22586.51307819956,1
60+,Male,52267.75810196165,576.2380539858254,44102.224974208395,1
26-35,Female,23508.895702188067,592.73392689002,23779.56293694024,1
46-60,Female,58008.706400079966,660.141648091369,8713.165022567313,1
36-45,Female,57567.05973759302,710.2664937422569,15679.686998047448,0
36-45,Male,109008.8428174992,543.1338523879583,66880.10092997972,0
60+,Male,60304.874147850016,797.8128002353959,8788.1280631275,1
26-35,Female,48494.65401133918,674.6940235244493,5816.989628221339,0
26-35,Female,100964.88606133242,687.316477837553,5391.853387666424,1
46-60,Male,63601.676958368975,642.224836494125,11225.873118077645,1
26-35,Male,41150.38899739435,651.54071738809,5986.26123876829,0
46-60,Female,106670.37810862214,638.1373489658077,50981.36954611911,1
46-60,Female,65961.78790860875,731.4236775228768,15884.280123511326,1
18-25,Female,59961.80069318446,649.3657130037303,29067.647002440688,0
46-60,Female,65444.268425848095,711.3640174794168,10520.359803245396,0
26-35,Male,35054.72932914291,615.2921981317942,5366.02259525154,1
36-45,Male,45989.71722569123,665.6512422649853,4686.704005286424,1
36-45,Female,59981.49043834879,585.6863724608463,6461.43434045903,0
46-60,Female,54321.10760994826,747.322258603963,17641.694679651693,1
18-25,Male,113121.09843196889,,20249.924525954026,0
26-35,Male,66749.55612071806,624.0016444590939,21645.5865565138,0
36-45,Female,91807.74684319604,624.8031670036204,4060.5018485513633,1
36-45,Male,,621.6838889860985,13355.354255920383,1
36-45,Male,101533.517220314,707.799661555435,5879.0504237162795,1
26-35,Female,73040.09955488265,624.6673788210685,18419.64015515328,1
26-35,Female,60277.262744564934,761.5139624432858,19599.545269190407,0
26-35,Female,59477.80254880449,584.5219931095866,5230.496901426739,0
46-60,Male,37152.28987429444,663.5501975954165,28981.8104337403,0
26-35,Female,77146.21991826725,587.937120854992,86773.65608195312,0
26-35,Female,58682.54679513239,683.6778226025174,26052.489011087717,0
60+,Female,46583.6089938265,648.7240218418584,11727.980581176984,0
18-25,Female,104112.87076218468,637.5950364241218,10370.945125550446,0
60+,Male,32044.857179415125,745.077997320282,11302.156358286424,1
36-45,Male,48472.507100185576,597.6526503155917,7269.282864782048,0
46-60,Male,100093.43456487298,696.92121260944,16348.943644214993,1
26-35,Male,70105.84640414908,588.4832069860166,5373.474114813157,1
18-25,Female,58458.39222644913,659.0148160128299,2946.1124618640897,0
36-45,Female,67880.34294602906,554.3539737421244,15925.571160534084,0
46-60,Female,65493.55930220227,596.9986282954608,13588.599561173618,0
36-45,Female,28047.891165445224,643.4285563541708,8459.657666681225,0
26-35,Male,50280.32152261392,795.1719333858462,4787.878555039859,1
36-45,Male,134357.6868150901,658.0643096367819,16844.765278193063,0
36-45,Male,43059.49024552055,782.3734652693365,6050.280836136341,1
36-45,Male,51064.73869777665,667.6258633352735,11954.278410987976,1
36-45,Male,45669.66716585058,619.0332604420049,54829.16192453992,0
46-60,Female,57325.01608624719,773.1485218080554,22492.82876108313,0
36-45,Female,44731.73949007943,684.9614097658736,4467.989767869723,1
18-25,Male,76371.9492313996,598.582272489383,4818.021970204004,1
26-35,Male,66082.33252972062,687.6457167520238,15084.98676445465,1
18-25,Female,88148.11534912567,626.5924200073912,4445.9260184136765,1
26-35,Male,35402.206118280854,490.8772643062963,2693.5616088391375,0
26-35,Female,50505.10799471773,724.8778527412494,20453.26096270287,0
18-25,Female,53484.046074313104,737.5947244513543,17270.387410442043,0
26-35,Female,75193.75453136076,797.035362399382,19158.05753310202,0
26-35,Male,40271.101300936934,683.771495375621,16488.659910517523,1
46-60,Female,94639.18642855111,630.1021260733974,12679.622175495702,1
46-60,Male,108359.29556040674,,7865.561159188992,1
18-25,Female,36518.118957050305,,20189.298643148562,0
60+,Male,46843.31333716162,,45429.03834660579,1
36-45,Male,45891.456501275694,646.4297901546846,8946.492133465183,1
26-35,Female,223282.50837031126,636.7536821945924,5904.132638115107,1
18-25,Female,48293.38855712346,592.7564464193179,5387.864908050375,1
36-45,Female,138525.91805566428,692.9969669380162,6678.280434002979,1
36-45,Female,31782.90998489379,526.1390665415332,15710.409853029201,0
36-45,Female,36503.90488203736,712.0869898290051,2412.2083848410934,0
18-25,Male,42476.13781582128,697.0268097492632,18983.706536780363,0
18-25,Female,39228.36434211883,696.8056161966698,22362.269229581856,0
26-35,Female,52367.98094746662,661.0580189201472,3170.1599152361923,1
26-35,Female,42007.81278426912,772.6382598024868,6103.73190608283,0
26-35,Female,39748.57234676011,719.759477234149,14239.068718937313,0
26-35,Male,106855.84886081371,601.433824689944,11911.078539910988,0
46-60,Female,110403.46644125217,602.8656760241882,20245.948422493417,1
46-60,Male,96244.60986580473,579.6260949268291,11933.329264857652,0
26-35,Male,77807.99573212217,694.102666622047,36747.13790308396,1
46-60,Female,62715.97838866182,569.9888863008034,10332.65431062501,0
26-35,Male,46699.30935927661,736.6713714866681,6084.948917872046,1
26-35,Female,37176.095797383074,755.8378646676434,5705.845798672694,0
26-35,Male,71789.81206449406,579.6786984839639,24061.655815568378,1
36-45,Male,33295.7421265813,635.1561172325717,13680.091962590517,1
60+,Female,,651.3296785089931,22180.58688337355,0
36-45,Female,106559.26924899736,720.7186528375735,21818.161524175022,0
26-35,Female,154867.39612301614,778.7474700487901,2654.7880972764324,1
36-45,Female,72885.68756936622,515.1606085705138,5366.514560727748,1
26-35,Female,104112.63033890832,624.5455425978654,5904.676644944878,1
46-60,Male,52948.54337869149,628.7186643551722,6954.530865248073,1
36-45,Male,30673.761901527476,537.9464116090762,9544.455975120047,0
26-35,Male,81315.00235380456,611.191198455675,29712.397908777097,1
36-45,Female,79590.0736872526,684.2215155480488,34849.21468913618,1
36-45,Female,62058.59367041133,627.7056877728354,10569.07259689516,0
18-25,Male,53040.56467149736,526.4303065114069,10926.816879978496,0
36-45,Female,96868.07587771791,850.0,7598.096396487632,1
26-35,Female,36575.48489254375,671.2942292163344,14347.775012765525,0
36-45,Male,40664.457530639374,658.935530408534,15709.434056461983,1
46-60,Male,36168.60464885099,,25468.06119623672,0
46-60,Female,62472.79627164998,670.856492957702,25304.840506576285,0
36-45,Female,34754.12308717981,636.8628972766804,2118.165280307431,0
36-45,Female,42526.339238728215,498.9181269827675,11824.915197673354,0
26-35,Male,42071.348041235266,564.3795647988467,40428.08617308251,0
36-45,Female,52559.221102024596,713.5940814139155,9409.810160591143,0
26-35,Male,28461.648028401847,805.5214120000353,33236.15122101181,1
26-35,Male,62542.55574974539,679.3732324034436,10455.030822726963,1
26-35,Female,111708.91851474626,738.2466622634694,15366.402879151792,0
26-35,Male,64070.907976060495,637.5395753133432,5380.235611094711,1
36-45,Female,129399.6003295301,643.0763071455518,5544.718621469525,1
18-25,Male,116657.67762942934,737.2783222095572,23870.370906340442,1
36-45,Female,88332.86581482878,783.0221831343575,27050.33379597323,1
26-35,Female,62152.288677330536,754.0877354772497,13645.200471328644,1
18-25,Male,60551.540722918595,564.6909539692144,5003.938622826053,0
36-45,Female,87719.53365100059,644.6432887747803,13836.20028071401,0
18-25,Male,49225.38354992812,672.2019747581036,36526.305131714376,0
26-35,Female,23359.0466353459,629.2257629193977,53868.06935355811,1
36-45,Male,76573.16952334339,681.0286034732477,10369.59923747996,0
18-25,Male,34011.898050095355,715.6461449335158,3540.7920349686747,1
46-60,Male,37009.48040266315,730.2247801564113,26167.955787254534,0
18-25,Male,59880.84643758644,784.8696121777218,10713.174479482108,1
26-35,Female,57093.043678338545,623.6447116220132,28408.182909073625,1
36-45,Male,29553.640016107704,540.8773468128549,16728.31012168797,0
26-35,Male,65039.22198608427,678.6587675211563,6589.57883268023,0
26-35,Male,97058.56424778531,800.7048824947842,13996.960648985518,1
26-35,Male,34058.305919885206,611.8419312036752,38050.54527386258,0
26-35,Female,113124.2063655398,704.9477581650975,11857.036986405661,0
46-60,Female,27444.322293916266,705.6596633978114,5838.071911932322,0
26-35,Male,172587.92093470687,665.3153637875687,3748.4011390377455,1
36-45,Female,48745.5789816757,650.5539776834971,7203.110679403378,0
46-60,Female,64396.10947659405,576.1256635422886,9622.804128011103,1
26-35,Male,23248.205233020104,467.4670342063538,25745.09258571454,0
46-60,Female,58042.568893738484,561.0519434668777,5449.7258615040055,0
26-35,Female,67120.25154730407,618.775668071064,46304.82788367816,1
60+,Female,57349.47383868711,737.7938149938166,4583.775265431536,1
18-25,Female,45182.24421192935,641.74975501189,86265.83170467253,0
36-45,Male,37298.848757152715,608.4779424865482,53125.63427255695,1
26-35,Female,105373.16801512158,578.7211646437256,14956.974615764946,1
26-35,Female,60803.55687635558,702.5444662807585,3575.4458912805267,1
36-45,Male,129362.80636723744,758.6685733144484,12780.307011014398,1
36-45,Female,46016.66178486682,735.0748577493968,9803.818519470922,1
18-25,Male,48175.34493574389,698.4919759806776,4820.197694014582,0
26-35,Female,90020.89799459216,531.9509802893648,16861.82890747116,0
36-45,Female,26595.904559783547,621.8660605724983,6912.492052598899,0
36-45,Male,32639.16804459995,805.784338311174,7540.737910747722,1
60+,Male,103646.61772896761,739.756039353218,11350.954228169785,1
36-45,Female,33323.99661073621,526.999742541222,8434.39221313524,0
60+,Male,24112.230788689303,645.5527581440583,70440.61501981085,1
36-45,Male,152399.9499826121,679.0478746128831,8703.045436835411,1
26-35,Male,29824.669812139233,589.0273229579024,19009.702945086297,0
26-35,Male,65647.82173192415,465.2636782872921,15009.190519631313,1
36-45,Male,,657.9059236013145,17715.58749064819,1
36-45,Male,,586.9793393903649,18831.207064989772,1
18-25,Male,52383.21467780503,587.2926608732253,27040.450466573235,0
26-35,Female,74922.28271093508,621.6255712055394,16533.714207027053,1
60+,Female,71478.69346376478,639.305926827615,15993.163615914958,1
36-45,Male,94066.79009811257,649.273376472345,13999.566653186523,1
26-35,Male,49328.354789036275,579.2808080862399,11959.314599495969,0
26-35,Female,85498.3384195106,632.3832376292738,6441.789767345301,0
26-35,Male,42418.31332276077,509.4061303677796,12724.764037996854,0
26-35,Male,29577.41350563151,674.8831252294463,16204.008035401039,0
26-35,Male,31292.565118421116,421.4979669327074,18429.93723848105,0
18-25,Female,28823.455807278257,626.8407935653104,15432.451605671633,0
36-45,Female,99190.04981378178,723.5348922941563,11088.19146714688,1
26-35,Female,28077.203015563602,565.2527450180139,12763.38849198504,0
46-60,Female,68666.68460384733,707.314416292592,8579.087307094791,0
46-60,Female,52419.70781626267,742.4586169696714,17164.167293068273,1
26-35,Male,56878.671799112875,385.36800380020895,11193.599465891499,0
36-45,Female,118397.59013079351,637.8909677139407,15435.86150729288,1
26-35,Male,48087.92169709257,419.938125789738,29751.726256116337,0
46-60,Female,81291.82856060783,640.5433243543243,7574.274667185646,0
26-35,Female,61009.305194296,649.4263031214939,21533.30972475524,0
36-45,Female,55491.80033920177,451.3964811271329,13719.42710082341,0
36-45,Male,189091.17066321181,803.9870689663892,67302.64925148139,1
26-35,Male,29124.32827673563,672.88126461077,11236.916321982893,1
26-35,Female,114069.81106564803,582.0781254334372,23298.206597355238,0
36-45,Female,83133.52114712709,,13524.833071288742,1
36-45,Female,47109.855419161744,506.3509423486147,4399.984923174382,0
26-35,Male,135220.12143790972,551.6663173185347,8808.29106677369,1
36-45,Female,23764.423818799747,466.0435581064081,27021.196278307852,0
26-35,Female,46125.29012751466,794.0836157231467,9450.703210354826,0
36-45,Female,32720.559750695917,676.5877097177603,2261.525689000248,0
26-35,Female,73573.61381106166,702.7521431878796,13028.279063586127,0
46-60,Female,34319.46446818916,674.080098713478,5575.464780981146,0
26-35,Female,74349.4811490238,695.9014208915668,14845.5314438789,1
26-35,Female,54545.02531201491,656.2462171116791,46208.43633800843,0
18-25,Female,47113.884708386,671.6737074165953,24724.893488673028,0
26-35,Male,72716.5018278422,658.608274897836,45675.835026371074,1
36-45,Male,52349.05622869245,601.3126555544577,8525.273492292057,0
26-35,Female,34741.23463552137,646.2700187828265,11913.969916031634,0
46-60,Female,242968.3567766909,671.8875658609342,5793.263422140336,1
18-25,Female,46930.18770615395,658.8439295641705,7729.2355592486165,0
26-35,Male,19755.66293120874,531.7782313797346,6364.507515591509,0
26-35,Male,39298.854707869286,542.4010665113273,4696.729172228581,0
18-25,Female,31772.666521932886,736.6273147133113,39842.33423687001,1
26-35,Female,90497.07493633952,625.4404763293279,2505.9715032402833,1
26-35,Male,70321.04056344995,696.7780277628752,39979.06111227894,0
26-35,Male,73083.39028930588,562.6304072222083,36201.185284232306,0
26-35,Female,49761.096705980905,532.1483298682776,19927.065068747932,0
36-45,Male,52068.9914302488,582.512270997463,5477.4458500045985,1
36-45,Female,49738.49443470668,632.1947943382869,3767.8503197351456,0
18-25,Male,57492.13345410054,596.788776057247,8615.145646654772,0
26-35,Female,90913.76671265347,753.5146818484571,22028.588479042282,1
60+,Female,70829.98494898103,,13392.5104755831,1
36-45,Female,76884.25705311996,797.9150894849487,5797.60629694562,0
36-45,Male,76862.96608507345,682.3526523257134,33475.32327518675,1
26-35,Female,93173.74161894477,456.99593456641514,51405.81938004446,0
36-45,Male,69152.8824863559,734.4833285166844,11144.714947627699,1
36-45,Male,71641.08751526133,529.2358702024036,14580.926111867775,1
36-45,Female,108488.89761485184,668.4426933769071,3995.488198436705,1
60+,Female,42936.47775761745,588.0252753868924,9590.138665068911,0
26-35,Female,39031.67246546153,821.4168827571349,20097.52560822427,0
18-25,Male,33091.7471812791,765.1678341944108,17745.464341719435,0
36-45,Male,,590.6543486638593,8900.526583294299,1
46-60,Male,23697.714298960123,639.8113865503111,10727.922418145148,0
26-35,Female,75438.8028312045,669.5678455719374,9341.586809696766,1
26-35,Female,,719.0731257249288,10691.755709478044,0
18-25,Female,105590.09514824448,652.332152986001,18743.228921943326,1
26-35,Female,42789.214184126344,568.0084080495307,2768.249172643515,1
36-45,Male,54086.55200361201,592.5953088639958,12588.265986864491,0
36-45,Male,104935.55372406014,649.6414562898567,17676.3068977938,1
26-35,Male,119559.30738987436,748.7565583011753,8464.297069514136,1
26-35,Male,42613.39063944582,684.2270288428836,9104.586393522033,0
18-25,Male,65571.11883281023,588.1268058707988,9317.824403673398,0
26-35,Female,69369.98005353882,701.8698222167832,9106.648418324237,1
36-45,Male,72173.39039126705,619.0412128897472,13422.759593439776,1
60+,Female,52507.545934774396,721.2326404149474,14812.137224595523,0
46-60,Male,113628.7346403829,850.0,2488.881139760452,1
18-25,Female,23275.306208937403,621.293890324516,22523.270477548405,0
46-60,Female,48505.61690041156,714.1284127781097,10593.553052996205,1
36-45,Female,74904.2092646717,590.3685334369816,62715.91614214665,0
36-45,Male,75253.10212204668,641.0188986246962,5149.635265316023,0
26-35,Female,117757.12449425746,652.3649829497681,6675.159599342947,0
26-35,Female,109001.03936239591,634.5053071964495,11357.945444204348,1
26-35,Male,51908.05125861815,847.0410951020019,18593.7421538257,1
18-25,Male,114683.97966780407,625.4725540257294,2805.637705488441,1
26-35,Male,41897.40321069622,696.9481231027894,6882.381080308238,0
26-35,Female,95362.78542014494,495.59305045412543,21440.911503977135,0
26-35,Female,,684.5597250695688,6257.279862194139,1
36-45,Female,109916.03701260743,741.3643673881797,39975.4622495407,0
26-35,Male,63125.82222012009,607.7922125936759,9291.851580352228,1
18-25,Male,50721.77649925438,449.182228716767,6506.13878677735,0
60+,Female,27881.100919181456,646.907858493814,21767.980969737735,1
46-60,Male,69931.38450597046,651.3747080308423,48343.831348293854,0
36-45,Female,34282.53726991551,707.9260040595443,18640.967790726198,1
60+,Female,40272.84374017834,810.8722428330748,36619.769336843274,1
36-45,Male,33012.022742604815,619.5957079519754,51088.171531058244,1
60+,Female,47562.68640101941,581.4969501071776,6390.150222271576,1
18-25,Male,59042.64702812372,556.6465758902846,28302.71646670851,0
26-35,Female,68652.1199026299,665.846289362528,3949.0234226567145,0
26-35,Male,44344.620429819384,688.3483407054802,18768.252516427587,1
26-35,Female,102195.39052071863,606.3475684509932,12618.83335376909,0
26-35,Male,53954.553589355295,712.2946196580632,36111.265611313625,0
36-45,Male,40381.97428704919,687.230726145534,34125.53501255231,0
36-45,Female,67046.79809779667,653.4585351715913,21074.66064375584,0
36-45,Male,159815.67786134535,577.8068223404699,16962.19493969729,1
26-35,Female,70797.5930947843,611.4508547612221,20064.250760333733,0
46-60,Male,49939.73144734488,455.6195761853964,14036.504749223597,1
36-45,Female,27896.857357266425,668.8629651358427,12721.431973790135,1
26-35,Male,53653.06304400324,652.1073030997948,42364.35220891382,1
36-45,Female,67336.92733438796,665.0783192871589,46644.57256338666,0
26-35,Male,49326.14551152132,690.3455212451648,11928.343357117394,1
26-35,Male,26037.880028164516,680.8657189145779,16157.007288937562,1
46-60,Male,39132.84055151151,641.1693455483172,14261.57561526003,0
26-35,Female,123904.85236923695,653.8934434530202,3679.9014335771867,1
26-35,Male,122639.01745144371,537.6546866643064,10207.229655050445,1
46-60,Female,38433.33324911282,603.3023483448459,48038.755042456585,0
36-45,Female,83815.93249184731,654.0376842946769,7333.288279687926,1
18-25,Male,33213.56339979818,591.1317139270111,72521.24046319687,1
26-35,Female,120832.20673555552,718.8120636698037,34122.117077445684,1
18-25,Male,67684.86837495163,597.3094335235976,18420.114400116916,0
36-45,Male,96261.21350463822,667.3044328998653,20924.471303565104,0
26-35,Female,25398.701417609747,659.3252525452268,6413.976028867131,0
26-35,Female,,709.7022074888328,10805.569754883567,0
60+,Female,59644.84292162213,722.0632939222642,42324.41089326305,1
36-45,Male,91671.2911296705,705.5226088774351,8171.244719202568,1
26-35,Male,94602.00024439361,481.5195038893493,31222.847752577713,0
36-45,Male,,745.5318518410502,4439.814380907044,1
36-45,Female,,772.1846579355679,5122.886199355869,0
18-25,Female,88419.52462967308,611.4300572542825,61151.38147688554,0
26-35,Female,58100.105013371845,668.931753013828,13233.811131466266,0
46-60,Male,38700.489334342055,578.7334655895374,8683.674871971227,1
26-35,Male,37794.68957373859,494.1297194614279,39743.145366375364,1
36-45,Male,28607.316673770285,590.9027787566091,36194.31147787953,0
26-35,Male,46390.70617588243,606.7888768429111,27906.185680266768,0
18-25,Male,103916.817155049,621.6119414918547,8468.271253145756,0
26-35,Female,65441.696788016816,573.286872799521,10619.698868370133,0
26-35,Female,45941.13339032096,591.3259866546209,17142.27748873015,0
26-35,Female,89538.85723469415,649.1194942697274,23283.94796791255,1
18-25,Male,39488.37837082351,588.3818413511887,8894.720173796759,0
46-60,Male,62797.78851873349,693.4819466040022,15315.0255642739,0
60+,Female,54730.95939790436,704.5328521117951,16546.221401650753,1
36-45,Male,88394.52504203995,840.4310196931592,37399.619333426774,1
46-60,Female,27211.251219747144,740.054394569877,24430.13433840617,0
26-35,Male,39140.03468363696,669.4482446662731,4002.036694458553,0
60+,Male,,600.3788562665857,11260.944207678858,1
26-35,Female,,673.4997881339199,6354.8482468885295,1
60+,Male,109722.94127764301,676.1276767933085,21046.087113543177,1
60+,Female,46503.19947736366,608.9349528795472,27959.789855003546,0
36-45,Female,46381.59643137169,712.6985117402302,14490.445620335628,0
60+,Male,92583.12902605653,538.15215882545,10780.544738317394,0
36-45,Male,102157.88413724011,630.4480131569992,14119.83512711012,1
26-35,Female,57280.439037478645,694.4686767453925,15790.052289185003,1
26-35,Female,,626.9932681926323,8005.789757786672,1
36-45,Male,34944.72231589547,633.4596477256583,5039.3436246728725,0
18-25,Female,119251.16367247299,638.9771311046176,2591.2321261522375,0
36-45,Male,175317.36889358444,583.1519007449804,36818.131454654875,1
60+,Male,77699.79481311192,743.9120745259366,19872.516880915013,1
26-35,Male,21117.010707427355,568.5569862461748,17854.463448292416,0
36-45,Male,45291.962560161664,675.4527461927908,36759.76230666546,0
46-60,Male,81341.5846303513,,4893.316592024112,1
46-60,Female,48497.06217680634,574.1102479032827,3332.5574770000107,0
60+,Male,113108.09994889211,655.8483403504595,18167.42679828447,1
36-45,Male,80344.47701537442,577.2294261804238,16892.3662951824,1
60+,Male,42056.20637425326,761.2833980044757,3344.105598690582,1
36-45,Female,60847.88896574094,558.897365041903,17811.807333461213,0
26-35,Female,38295.335899814374,597.6882324614428,9699.422610997179,0
26-35,Male,54650.16762214108,552.0619993315536,7004.650413262393,1
36-45,Male,45374.401426775075,541.3841018505958,10231.8535823083,1
26-35,Male,107729.73328544291,777.2972232705835,1894.626770553284,1
36-45,Male,172474.73283663695,693.421973913005,8324.020258750474,1
36-45,Male,29272.55988162147,661.2234740560435,7605.023877602325,0
26-35,Male,22888.54524821107,597.4738429322463,20861.94484747461,0
36-45,Male,52966.44024617666,722.6089448837415,11771.255814610697,1
36-45,Female,28023.315822242294,584.0622048506037,22272.212382549755,0
26-35,Male,61273.68832702283,713.4911435464082,1737.788356441091,0
18-25,Female,87070.03352894829,580.1990978715492,6827.55167477997,0
18-25,Female,126382.83452109466,598.4393838499462,20843.504444544356,0
26-35,Female,66217.31604233218,710.6625908894337,10434.869313193229,1
46-60,Male,54362.09395002717,719.1061875324614,26274.874685216164,1
26-35,Male,22265.808767605922,697.7978347117408,3153.655933029961,1
36-45,Male,60663.20252916626,566.0260707394564,23977.919661461485,0
26-35,Female,62046.76353419303,614.2618507421737,8011.9433472382,1
26-35,Male,82411.34653674709,662.5518992958811,7413.384283846857,0
46-60,Female,42013.90648449538,582.0575230471927,29520.423875632514,1
36-45,Female,48169.132960221665,759.6770208103435,33844.13178611259,0
18-25,Male,28595.335020939423,457.84424448395634,30569.551907763867,0
26-35,Female,19041.07175773149,587.7008387704677,68248.6914547079,0
18-25,Male,34397.92268938385,609.2346797704134,36806.98392621637,0
26-35,Male,27305.327069091873,422.4845068182586,7070.247271377471,0
36-45,Male,70852.54374426953,538.3016695811048,14962.621984407539,0
26-35,Male,46209.14363507762,700.0231610033654,10015.024287527458,1
26-35,Female,45746.997263390884,652.4226909242371,67729.146319548,1
26-35,Male,36599.632447185024,775.8508817634322,32334.691198288525,1
46-60,Male,,773.6181156707855,11486.134492715952,1
60+,Female,,684.6437102883158,26965.88528710603,1
18-25,Female,36310.59092112746,675.0590599200569,4985.261941481318,0
36-45,Male,48717.32352783831,655.274488686312,16321.024301426982,1
26-35,Female,28927.671789501932,437.5934385696408,6308.555493278085,0
26-35,Female,97339.98913032228,538.435238933914,3460.354223335079,0
36-45,Male,,658.0540402479147,25024.959605689754,1
46-60,Male,39609.22629556771,699.2820566998137,27635.953752335612,1
60+,Male,49211.626932521925,673.1735849710512,19259.700001208963,0
36-45,Female,138564.32830320267,578.6028025827474,11540.598104672526,1
26-35,Female,57729.02067683955,724.9925025975597,4850.868674912143,0
36-45,Female,54673.43553263725,768.5955223003709,5275.994669074238,0
